标准答案,题干,选项A,选项B,选项C,选项D,选项E,,,
A,实喘的特点是,呼吸深长有余，呼出为快，气粗声高,呼吸短促难续，深吸为快，气粗声高,呼吸短促难续，深吸为快，气怯声低,呼吸深长有余，呼出为快，气怯声低,呼吸短促难续，呼出为快，气怯声低,,,
C,虚喘的特点是,呼吸深长有余，呼出为快，气粗声高,呼吸短促难续，深吸为快，气粗声高,呼吸短促难续，深吸为快，气怯声低,呼吸深长有余，呼出为快，气怯声低,呼吸短促难续，呼出为快，气怯声低,,,
A,腰痛固定不移，触之僵硬，舌暗。治疗应选取,大肠俞、膈俞、次谬、阿是穴、委中,大肠俞、志室、腰夹脊、阿是穴、委中,肾俞、志室、申脉、阿是穴、委中,大肠俞、命门、腰阳关、阿是穴、委中,肾俞、太溪、后溪、阿是穴、委中,,,
D,腰部冷痛重着，俯仰受限，舌淡红。治疗应选取,大肠俞、膈俞、次谬、阿是穴、委中,大肠俞、志室、腰夹脊、阿是穴、委中,肾俞、志室、申脉、阿是穴、委中,大肠俞、命门、腰阳关、阿是穴、委中,肾俞、太溪、后溪、阿是穴、委中,,,
C,胃痛寒邪客胃证的治法为,疏肝解郁，理气止痛,化瘀通络，理气和胃,温胃散寒，行气止痛,清化湿热，理气和胃,养阴益胃，和中止痛,,,
A,胃痛肝气犯胃证的治法为,疏肝解郁，理气止痛,化瘀通络，理气和胃,温胃散寒，行气止痛,清化湿热，理气和胃,养阴益胃，和中止痛,,,
E,痰浊头痛的特点是,刺痛、痛点固定,头痛且空，腰膝酸软,头昏胀痛,头痛如裹,头痛昏蒙，胸脘满闷,,,
A,瘀血头痛的特点是,刺痛、痛点固定,头痛且空，腰膝酸软,头昏胀痛,头痛如裹,头痛昏蒙，胸脘满闷,,,
B,治疗劳疟，应首选,加味不换金正气散,何人饮,柴胡截疟饮,白虎加桂枝汤,柴胡桂枝干姜汤,,,
C,治疗正疟，应首选,加味不换金正气散,何人饮,柴胡截疟饮,白虎加桂枝汤,柴胡桂枝干姜汤,,,
A,痰气郁结型郁证，在主方的基础上加,丰隆、阴陵泉、天突,心俞、脾俞、足三里、三阴交,膻中、期门,通里、心俞、三阴交、太溪,行间、侠溪、外关,,,
C,肝气郁结型郁证，在主方的基础上加,丰隆、阴陵泉、天突,心俞、脾俞、足三里、三阴交,膻中、期门,通里、心俞、三阴交、太溪,行间、侠溪、外关,,,
C,经络系统中，具有维持人体正常运动功能的是,十五络脉,十二经别,十二经筋,十二皮部,十二经脉,,,
B,经络系统中，从十二正经中离入出合的是,十五络脉,十二经别,十二经筋,十二皮部,十二经脉,,,
E,治疗头痛肝阳上亢证，应首选,太溪、太冲,中脘、丰隆,百会、通天,率谷、太阳,风池、太冲,,,
B,治疗痰浊头痛，应首选,太溪、太冲,中脘、丰隆,百会、通天,率谷、太阳,风池、太冲,,,
A,治疗风热型面瘫可在基本处方上加,外关、关冲,足三里、气海,环跳、秩边,照海、太溪,百会、神门,,,
B,治疗气血不足型面瘫可在基本处方上加,外关、关冲,足三里、气海,环跳、秩边,照海、太溪,百会、神门,,,
D,治疗面痛肝胃郁热者，应在主方的基础上加,颧髎、迎香,阳白、外关,内关、三阴交,行间、内庭,太冲、三阴交,,,
C,治疗面痛气血瘀滞者，应在主方的基础上加,颧髎、迎香,阳白、外关,内关、三阴交,行间、内庭,太冲、三阴交,,,
D,太溪在五输穴中，属,合,井,荥,输,经,,,
A,曲池在五输穴中，属,合,井,荥,输,经,,,
E,不寐痰热扰心证，若伴胸闷嗳气，脘腹胀满，大便不爽，苔腻，脉滑，应加用,归脾汤,涤痰汤,左归丸,天王补心丹,半夏秫米汤,,,
D,不寐心肾不交证，若心阴不足为主者，可用,归脾汤,涤痰汤,左归丸,天王补心丹,半夏秫米汤,,,
C,真心痛寒凝心脉证，若痛剧者，即刻给予,乌头赤石脂丸,黄连温胆汤,苏合香丸,真武汤,生脉散,,,
E,真心痛正虚阳脱证，若出现阴竭阳亡，可在四逆加人参汤基础上加用,乌头赤石脂丸,黄连温胆汤,苏合香丸,真武汤,生脉散,,,
D,咳嗽痰热郁肺证，其痰的特点是,脓血相兼浊痰、有腥臭味,痰少、质黏、夹有血丝,痰中带血、质浊、有腥臭味,痰多、色黄、质稠,痰白、质稀,,,
B,咳嗽肺阴亏耗证，其痰的特点是,脓血相兼浊痰、有腥臭味,痰少、质黏、夹有血丝,痰中带血、质浊、有腥臭味,痰多、色黄、质稠,痰白、质稀,,,
B,在八脉交会穴中，通阴跷脉的是,公孙,照海,列缺,足临泣,后溪,,,
E,在八脉交会穴中，通督脉的是,公孙,照海,列缺,足临泣,后溪,,,
D,风寒泻与脾虚泻的鉴别诊断，以下各项中最重要的是,食欲不振,大便稀薄,大便不臭,腹痛较重,形体偏瘦,,,
B,不属于期门穴主治病证的是,乳痈,癃闭、遗尿,胸胁胀痛,呕吐、腹胀,奔豚气,,,
E,治疗气秘，除选取主穴外，应加用的腧穴是,气海、神阙,关元、命门,脾俞、胃俞,合谷、曲池,太冲、中脘,,,
B,心包经的原穴是,间使,大陵,内关,太渊,神门,,,
C,乳痈、乳少等乳疾，针灸治疗选用,少冲,养老,少泽,天井,少海,,,
B,某女，30岁。近半年来月经量明显增多，或持续难净，色黑，有块；伴见小腹疼痛，拒按，小便黄，大便干；舌质黯红，脉弦涩，现正值经期第2天，治疗应首选,少腹逐瘀汤,逐瘀止血汤,清热固经汤,血府逐瘀汤,通窍活血汤,,,
B,患者，女，28岁。产后第3周出现恶寒发热，右乳肿胀疼痛，体温38.7℃。检查见右乳红肿，无波动感。舌红，苔薄黄，脉弦数。此时的治疗方法是,切开引流,疏肝清胃，通乳消肿,清热解毒，托里透脓,益气和营托毒,调补气血，清热解毒,,,
B,患者，女，26岁。右乳房内单个肿块，无疼痛，边界清楚，表面光滑，活动度好。应诊断为,乳痈,乳核,乳癖,乳岩,乳疬,,,
B,患儿，8岁。皱眉眨眼，摇头耸肩，嘴角抽动，抽动时可出现异常发声。抽动能受意志遏制，可暂时不发作。查脑电图正常，智力测试正常。其诊断是,注意力缺陷多动障碍,抽动障碍,癫痫局限性发作,风湿性舞蹈病,痉证,,,
D,患者，女，29岁。月经周期先后不定，量多如注，持续十余日不净。婚后1年半，未避孕未孕。可诊断为,月经先后无定期,月经过多,经期延长,崩漏,不孕症,,,
E,患者，女，28岁。因妊娠2个月行人工流产术，在术中出现腹痛、出冷汗、血压下降。下列哪项不可能是发生上述情况的原因,人工流产综合征,子宫穿孔,手术操作粗暴,出血性休克,感染性休克,,,
D,患者，男，73岁。进行性排尿困难3年。症见精神不振，面色（白光）白，畏寒喜暖，腰酸膝冷，夜尿3～4次，舌苔薄白，脉沉细。其证候是,肾精不足，膀胱失约,中气下陷，膀胱失约,肾阴不足，水液不利,肾阳不足，气化无权,下焦蓄血，瘀阻膀胱,,,
A,患儿，9岁。头部有黄癣痂堆积，癣痂呈蜡黄色，肥厚，富黏性，边缘翘起，中心微凹，上有毛发贯穿，质脆易粉碎，有特殊的鼠尿臭。治疗应首选,消风散加减,五神汤加减,凉血消风散加减,龙胆泻肝汤加减,萆薢渗湿汤加减,,,
E,肛管、直肠黏膜、直肠全层、部分乙状结肠向下移位的疾病称为,肛漏,肛周脓肿,内痔脱出,肛裂,脱肛,,,
A,下列关于泄泻的叙述，错误的是,冬春季节发病率高,2岁以下小儿发病率高,大便次数增多，粪质稀薄,一年四季均可发生,久泻迁延不愈者，易转为疳证,,,
A,百日咳的临床特征是,阵发性痉挛性咳嗽，咳末伴有较长的鸡鸣样吸气性吼声，最后倾吐痰沫,连声干咳，咳声高亢，无痰,阵发性咳嗽，咳声重浊，痰液黏稠,呛咳不已，咽痛无痰,喉间哮鸣气促，呼气延长,,,
E,对于硬肿症的临床表现，描述错误的是,硬肿为对称性,腋温一肛温差由正值变为负值,低体温，体温小于35℃，严重者小于30℃,硬肿出现顺序依次为双下肢、臀、面颊、两上肢、背、腹、胸部等,可有紧张性水肿,,,
C,胎黄气滞血瘀证的主治方剂为,茵陈理中汤,茵陈蒿汤,血府逐瘀汤,桃仁承气汤,以上均非,,,
C,井穴多位于,掌指、跖趾关节之前,掌指、跖趾关节之后,指、趾末端,肘膝关节附近、,掌指、跖趾关节附近,,,
B,心经的郄穴是,神门,阴郄,灵道,通里,中府,,,
E,患者，女，30岁，已婚。尿妊娠试验阳性。2小时前因与爱人吵架出现左下腹撕裂样剧痛，伴肛门坠胀，面色苍白。查体：血压80/50mmHg，左下腹压痛、反跳痛明显，有移动性浊音，阴道有少量出血。应首先考虑的是,堕胎,滑胎,胎动不安,胎漏,异位妊娠,,,
C,患儿，2岁。发热2天，咽喉肿痛，两目红赤，泪水汪汪，畏光羞明，口腔两颊黏膜红赤，贴近臼齿处可见针尖大小的白色小点，周围红晕。其诊断是,口疮,鹅口疮,麻疹,痄腮,发颐,,,
B,患儿，出生后7天。出生时体重2000g，现全身冰凉，体温小于35℃，腋-肛温差为正值，双下肢及臀部硬肿，医生将其放入暖箱中复温，暖箱的初始温度为,32℃,34℃,35℃,36℃,37℃,,,
A,患儿，出生3天，体重2100g，身长42cm，头大囟张，头发稀黄，耳壳软，哭声低微，肌肤不温，指甲软短，骨弱肢柔，指纹淡。其证候是,肾精薄弱,脾肾两虚,心肾两虚,肝脾两虚,心脾不足,,,
B,某孕妇小便频数，淋沥涩痛，量少色淡黄，午后潮热，大便干结，舌红少苔，脉细滑数。治疗应首选,八正散,知柏地黄丸,导赤散,龙胆泻肝汤去木通,二妙丸,,,
B,患者，女，26岁。背部有圆形块物，中央有一黑头，近1周局部结块增大，红肿疼痛，按之中软应指，伴有发热，舌红苔黄，脉数。外治应首选,手术切除,切开排脓,挂线疗法,金黄散水调外敷,青黛散油调外敷,,,
E,患者，女，52岁。左乳癌晚期，破溃外翻如菜花，疮口渗流血水，面色苍白，动则气短。身体瘦弱，不思饮食，舌淡红，脉沉细无力。其治法是,疏肝解郁,扶正解毒,调理冲任,化痰散结,调补气血,,,
C,患者，女，25岁。左乳胀痛10天，局部红肿热痛，中软应指，伴壮热不退，口渴喜饮，舌红苔黄，脉弦数。治疗应首选的外治法是,乳房按摩，并用黄金散外敷,切开引流，行弧形切口,切开引流，行放射切口,切开引流，行十字切口,应用砭镰法,,,
E,患者，男，32岁。患急性子痈3天，恶寒发热，左侧睾丸肿大疼痛，疼痛引及子系（精索），舌红苔黄腻，脉滑数。治疗应首选,透脓散,橘核丸,萆薢化毒汤,阳和汤,枸橘汤,,,
D,患儿，9岁。学习成绩差，遇事好忘，好动不安，冲动任性，难以自控，口干唇红，形瘦颧红，舌质红，舌苔少，脉细数。其治法是,清热涤痰，安神定志,泻心平肝，养心安神,补益心脾，养血安神,滋养肝肾，潜阳定志,养阴清肺，清心安神,,,
C,患者，女，36岁。心悸不宁反复发作，心烦少寐，头晕目眩，手足心热，耳鸣腰酸，舌红少苔，脉细数。其证候是,心血瘀阻,痰火扰心,阴虚火旺,心阳不振,水饮凌心,,,
D,患者，女，35岁。带下过少，阴中干涩，头晕眼花，心悸失眠，神疲乏力，经行腹痛，舌质暗淡，边有瘀斑，脉细涩。治疗应首选,左归丸加知母、肉苁蓉、紫河车、麦冬,血府逐瘀汤,少腹逐瘀汤,小营煎加丹参、桃仁、牛膝,左归饮加三棱、莪术,,,
E,患者，女，32岁。产后乳汁分泌由少至无，乳房胀硬、疼痛，伴胸胁胀满，情志抑郁，食欲不振，时有微热；舌质正常，苔薄黄，脉弦。其治法为,补肾健脾，佐以通乳,舒肝补肾，通络下乳,养血柔肝，通络下乳,补气养血，佐以通乳,疏肝解郁，通络下乳,,,
A,患儿，10个月。高热烦躁，气急鼻煽，张口抬肩，喉中痰鸣，声如拽锯，口唇发绀。其治法是,清热宣肺，涤痰定喘,辛凉宣肺，化痰止咳,清热解毒，泻肺开闭,清热活血，泻肺化痰,泻肺镇咳，清热化痰,,,
C,下列各项，由于禀赋不耐而发病的是,红丝疔,疔疮,药毒,流注,脱疽,,,
C,下列哪项不是失荣的特点,质地坚硬,表面凹凸不平,多发于青少年,肿块联结成串,预后不良,,,
B,下列哪项不符合白疕的皮损特点,点状出血现象,搔抓后易糜烂，继发感染,表面覆盖多层干燥银白色鳞屑,薄膜现象,指甲甲板可呈顶针状凹陷,,,
D,确诊为肠痈的主要依据是,右侧腹痛，伴恶寒、发热,突发剧烈右下腹痛，放射至同侧腹股沟,突发性右下腹绞痛，腹软，肾区叩痛,转移性右下腹疼痛,阵发性右侧腹疼痛，伴恶心欲呕,,,
D,小儿出生后前囟正常关闭的时间是,2～4个月,4～6个月,6～12个月,12～18个月,18～24个月,,,
A,与哮喘发病关系最密切的脏腑是,肺脾肾,肺心肝,肺脾心,肺肝脾,肝脾肾,,,
B,分布于胸腹第二侧线的经脉是,足少阴肾经,足阳明胃经,足厥阴肝经,足少阳胆经,足太阴脾经,,,
C,某女，产时失血较多，分娩后突发手足抽搐，头项强直，牙关紧闭，面色苍白，舌淡无苔，脉虚细。方用,撮风散加味,天麻钩藤汤加味,三甲复脉汤加味,羚角钩藤汤加味,镇肝熄风汤加味,,,
B,男，6个月。近日精神萎靡，不思乳食，口舌满布白屑，大便稀溏，舌淡，苔腻，指纹淡红显于风关。其治法是,清心泻脾，解毒泻火,健脾益气，和胃渗湿,滋阴降火，引火归原,清心泻火，解毒除烦,清热渗湿，解毒泻火,,,
D,患者，女，28岁，新产后。产时损伤膀胱，现小便点滴而下，尿色略混浊带血，小腹胀满疼痛，舌正常或暗，脉涩。治疗应首选,补中益气汤,春泽汤,济生肾气丸,加味四物汤,沉香散,,,
C,患者，男，35岁。入院时诊断为肠痈。现腹皮挛急，全腹压痛、反跳痛，腹胀，恶心呕吐，大便不爽，次数增多，小便频数，时时汗出，皮肤甲错。双目下陷，口干而臭，舌红苔黄糙，脉细数。其证候是,寒湿内蕴，瘀血凝滞,湿热内蕴，气血瘀滞,阳明腑实，热盛伤阴,积热不散，热胜肉腐,邪毒内蕴，瘀血凝滞,,,
D,患者，男，68岁。进行性排尿困难3年，夜尿3～4次/日，尿线变细，余沥不尽，精神萎靡，面色无华，畏寒喜暖，腰膝冷。舌苔薄白，脉沉细。其病机为,湿热下注，膀胱涩滞,中气下陷，膀胱失约,肾阴不足，水液不利,肾阳不足，气化无权,下焦蓄血，瘀阻膀胱,,,
B,患儿，5岁。睡中遗尿，每夜1～2次，甚则数次，醒后方觉，面色少华，神疲乏力，肢冷畏寒，腰腿酸软，小便清长，舌质较淡，苔白滑，脉沉细无力。其治法是,补肺益脾，固涩膀胱,温补肾阳，固涩膀胱,清心滋肾，安神固脬,清热利湿，泻肝止遗,滋阴补肾，固涩膀胱,,,
A,患者，女，28岁。月经提前，量多，经色深红，质稠，经行不畅，有块；时有少腹胀痛，乳房胀痛，口苦咽干，经期烦躁易怒，舌红，苔薄黄，脉弦数。治疗应首选,丹栀逍遥散,归肾丸,保阴煎,固阴煎,两地汤,,,
B,患儿，8岁。左颈项结肿疼痛3天，皮色未变，肿块如鸽卵大，活动度存在，伴咽喉红肿，恶寒发热，头痛，舌苔薄黄，脉细数。内治应首选,柴胡清肝汤,牛蒡解肌汤,黄连解毒汤,五味消毒饮,五神汤,,,
B,患者，男，36岁。身热较著，时时振寒，咳嗽气急，胸痛烦闷，咳时尤甚，痰色黄绿，有腥味，舌红苔黄腻，脉滑数。辨证应属肺痈何期,初期,成痈期,溃脓期,恢复期,发作期,,,
C,烧伤面积的计算按中国九分法，躯干前后包括外阴部分面积占,9%,18%,27%,36%,45%,,,
D,蛇头疔的成脓时间约为,2天,5天,8天,10天,14天,,,
E,关于肛漏手术的注意事项，下列错误的是,探针由外口探入时，不能用力，以免造成假道,高位肛漏通过肛尾韧带，不能横行切断肛尾韧带,肛管直肠环已纤维化者，可一次全部切开,漏管通过肛管直肠环的上方，必须加用挂线疗法,不可一次全部切开漏管,,,
