学科,题干,标准答案,选项A,选项B,选项C,选项D,选项E
中医外科,患者女性，24岁，8个月前因食用鱼虾后全身起风团，后反复发作，迁延日久，每次发作时原因不明，瘙痒明显，舌淡红，苔白，脉沉细。宜选用何方治疗,C,桂枝汤,四物消风散,当归饮子加减,八珍汤,消风散
中医外科,患者皮损初起为针头大小的丘疹，逐渐扩大为绿豆、黄豆大小的淡红色或鲜红色丘疹或斑丘疹，可融合成形态不同的斑片，边界清楚，表面覆盖多层干燥银白色鳞屑，刮除鳞屑则露出发亮的半透明的薄膜，为薄膜现象。再刮除薄膜，出现多个筛状出血点，为点状出血现象，中医诊断为,C,白屑风,牛皮癣,白疕,白癜风,晒斑
中医外科,患者白疙初起，皮损遍身，多呈点滴状，颜色鲜红，层层银屑，瘙痒剧烈，抓之有点状出血，伴口干舌燥，便干溲黄，舌质红，苔薄黄，脉弦滑。证属,D,火毒炽盛证,湿毒蕴阻证,气血瘀滞证,血热内蕴证,以上均不是
中医外科,侧腰部皮肤有成簇状的丘疱疹，呈带状分布，疼痛剧烈。应诊断为,C,脓疱疮,疥疮,蛇串疮,湿疮,以上均不是
中医外科,皮损对称分布，多形损害，剧烈瘙痒，易转为慢性。诊断为,D,脓疱疮,疥疮,蛇串疮,湿疮,以上均不是
中医外科,牛皮癣的特点是,D,皮损对称分布，多形损害，剧烈瘙痒，反复发作易成慢性,好发于颈项、肘、尾骶部，皮损分布常不对称,发于接触部位，皮损表现单一，伴有痒或灼热感,皮损多局限于某一部位，皮损处肥厚粗糙，触之较硬，皮纹垃著或呈苔藓样变,损害多为暗红、淡紫或皮肤色多角扁平丘疹.有蜡样光泽、网状纹
中医外科,湿疮的皮损特点是,A,皮损对称分布，多形损害，剧烈瘙痒，反复发作易成慢性,好发于颈项、肘、尾骶部，皮损分布常不对称,发于接触部位，皮损表现单一，伴有痒或灼热感,皮损多局限于某一部位，皮损处肥厚粗糙，触之较硬，皮纹垃著或呈苔藓样变,损害多为暗红、淡紫或皮肤色多角扁平丘疹.有蜡样光泽、网状纹
中医外科,风团色白，遇寒加重，得暖则减；瘙痒难忍，舌淡红，苔薄白，脉浮紧。诊断为,A,瘾疹风寒束表证,瘾疹风热犯表证,瘾疹胃肠湿热证,瘾疹血虚风燥证,以上均不是
中医外科,风团片大色红，瘙痒剧烈；脘腹疼痛，冲疲纳呆，大便秘结或泄泻，舌质红，苔黄腻，脉弦滑数，诊断为,C,瘾疹风寒束表证,瘾疹风热犯表证,瘾疹胃肠湿热证,瘾疹血虚风燥证,以上均不是
中医外科,银屑病病程较久，皮损多呈斑片状，颜色淡红，鳞屑减少，干燥皲裂，自觉瘙痒。中医诊断为,B,白疙血热内蕴证,白疙血虚风燥证,白疙气血瘀滞证,白疙湿毒蕴阻证,白疙火毒炽盛证
中医外科,银屑病病程较久，皮损反复不愈，皮损多呈斑块状，鳞屑较厚，颜色暗红。中医诊断为,C,白疙血热内蕴证,白疙血虚风燥证,白疙气血瘀滞证,白疙湿毒蕴阻证,白疙火毒炽盛证
中医外科,肛管皮肤全层纵行裂开并形成感染性溃疡者称为,A,肛裂,皲裂,溃疡,痔,瘘
中医外科,排便或增加腹压时，直肠黏膜脱出肛门外，色淡红，长3～5cm，质软，不出血，便后自行缩回，肛门括约肌功能良好，其脱肛的临床分度是,A,I度,Ⅱ度,Ⅲ度,Ⅳ度,V度
中医外科,排便或增加腹压时，肛管直肠全层和部分乙状结肠脱出，长8cm，呈圆锥形，环状皱壁消失，色红，质软，常因括约肌松弛无力，以致肛门松弛。其脱肛的临床分度是,B,I度,Ⅱ度,Ⅲ度,Ⅳ度,V度
中医外科,内痔的好发部位是,A,截石位3、7、11点,截石位6、12点,截石位3、9点,截石位5、7点,截石位2、5点
中医外科,下列哪种疾病无脱垂症状,B,Ⅱ期内痔,肛裂,混合痔,息肉痔,脱肛
中医外科,下列疾病中，分为单发性和多发性两种，前者多见于儿童的疾病是,B,内痔,息肉痔,血栓性外痔,锁肛痔,肛隐窝炎
中医外科,关于一度直肠脱垂的临床表现，下列哪项不正确,B,为直肠黏膜脱出，呈淡红色,脱出物长约5～10cm，呈圆锥状,触之柔软，无弹性,便后可自行回纳,不易出血
中医外科,肛漏手术成败的关键在于,C,切除瘘管管壁,避免损伤内括约肌,正确找到内口并切开或切除,将外口及瘘管切除,以上都不是
中医外科,挂线疗法应用于高位肛漏的优点主要是,C,疗程短,无疼痛,不影响肛门功能,出血少,以上都不是
中医外科,肛管直肠癌诊断明确后，宜首选,A,手术根治,化疗,中药治疗,放疗,以上都不是
中医外科,内痔分期的主要依据是,B,便血多少与颜色,脱出情况,痔核大小,病程长短,疼痛程度
中医外科,肛裂疼痛的特点是,A,周期性疼痛,持续性刺痛,搏动性跳痛,持续性钝痛,持续性胀痛
中医外科,陈旧性肛裂伴肛管狭窄者手术时多选用,B,扩肛法,纵切横缝法,肛裂侧切术,切开疗法,挂线疗法
中医外科,肛痈浅部脓肿切开时应采取什么切口,A,放射状,十字形,弧形,平行纵切开,梭形
中医外科,患者肛门突然剧烈疼痛，并出现肿物，表面呈暗紫色，触痛明显，其诊断是,B,肛管癌,血栓性外痔,肛旁脓肿,肛裂,内痔嵌顿
中医外科,患儿男性，7岁，排便时肛门脱出一肿物，呈环形，色较鲜红，便后自行回纳，有时伴少许出血，多染于便纸上，最可能的诊断是,C,内痔脱出,息肉脱出,一度直肠脱垂,二度直肠脱垂,三度直肠脱垂
中医外科,患者肛旁肿痛1周，近3天加重，伴发热恶寒，坐卧不宁。检查肛门左侧饱满，高于右侧，压痛明显，有波动感，最可能的诊断是,D,直肠后间隙脓肿,骨盆直肠间隙脓肿,肛门旁皮下脓肿,坐骨直肠间隙脓肿,坐骨直肠间隙脓肿传向肛提肌以
中医外科,患者女性，30岁，自觉肛门部不适，排便时因粪便压迫肛隐窝，可感觉肛门疼痛，一般不甚剧烈，数分钟内消失。其最可能的诊断是,D,直肠息肉,肛裂,肛瘘,肛窦炎,内痔
中医外科,患者老年男性，近来大便次数增多，伴有排便不尽感，偶有便血，量少，色不鲜。该患者应首先进行的检查方法是,D,化验大便常规,钡灌肠检查,结肠镜检查,肛管直肠指诊,血常规检查
中医外科,患者男性，52岁。不明原因出现便血，肛门重坠。肛门指诊触及肠壁上有一硬结性肿块，推之不移，指套上有脓血黏液，应首先考虑,B,直肠息肉,直肠癌,直肠腺瘤,肛乳头肥大,直肠黏膜下脓肿
中医外科,适宜采用硬化注射疗法的是,A,内痔,外痔,肛乳头肥大,肛漏,锁肛痔
中医外科,适宜采用挂线疗法的是,D,内痔,外痔,肛乳头肥大,肛漏,锁肛痔
中医外科,一青年妇女，近月余便时疼痛剧烈，大便秘结，点滴下血，应考虑为,A,早期肛裂,息肉痔,肛隐窝炎,Ⅱ期内痔,混合痔
中医外科,一4岁儿童，大便每日一行，色黄质软，便时下血，应首先考虑为,B,早期肛裂,息肉痔,肛隐窝炎,Ⅱ期内痔,混合痔
中医外科,肛漏的局部症状为,B,疼痛、出血、便秘,流脓、疼痛、瘙痒,肛门坠胀、有异物感,肛周红、肿、热、痛,便下脓血、黏液，便意频数
中医外科,肛裂的局部症状多为,A,疼痛、出血、便秘,流脓、疼痛、瘙痒,肛门坠胀、有异物感,肛周红、肿、热、痛,便下脓血、黏液，便意频数
中医外科,治疗子痈气滞痰凝证的代表方剂是,E,小金丸,左归丸,二陈汤,抵当丸,橘核丸
中医外科,慢性前列腺炎气滞血瘀证的代表方剂是,A,前列腺汤,八正散,龙胆泻肝汤,抵当丸,知柏地黄汤
中医外科,与尿石症病机关系最密切的是,E,风热,血瘀,痰凝,气滞,湿热
中医外科,慢性前列腺炎指诊前列腺的特点是,E,前列腺增大，中央沟消失，无压痛,前列隙肿胀饱满，并有明显压痛,前列腺增大，质不均，无弹性及压痛,前列腺缩小，质坚韧、光滑，尤压痛,前列腺大小正常，或稍大或稍小硬度增加或有结节，可有压痛
中医外科,关于阴茎痰核的临床表现，以下哪一项是错误的,A,痰核生于阴茎腹侧,阴茎皮下有条索状或斑块样结节,一般不会溃破,勃起时阴茎弯曲疼痛,影响性生活
中医外科,关于上尿路结石的临床表现下列哪项是不对的,E,疼痛,肉跟血尿,有时为镜下血尿,疼痛常向下腹部放射,结石越大，症状越明显
中医外科,下列哪一组症状不是慢性前列腺炎的临床特征表现,C,小便淋沥不尽,尿频、尿急,尿道口溢脓液,会阴、腰骶部疼痛,以上都不是
中医外科,下列各项，不属于前列腺增生症常见的临床症状的是,D,夜尿次数增多,慢性尿潴留,排尿困难,尿频、尿急、尿痛,假性尿失禁
中医外科,睾丸和附睾的急性化脓性感染称为,C,子痰,囊痈,子痈,脱囊,卵子痈
中医外科,患者，男，38岁。患急性子痈2天，恶寒发热，左侧睾丸肿大疼痛，疼痛引及子系（精索），舌红苔黄腻，脉滑数。证属湿热下注，气血壅滞，经络阻隔为患。治宜清热解毒，利湿消肿，应首选,E,透脓散,滋阴除湿汤,萆薜化毒汤,柴胡疏肝散,枸橘汤加减
中医外科,患者，男，50岁。排尿淋漓，腰膝酸痛，阳痿早泄，形寒肢冷。舌淡胖，苔白，脉沉细。其证候是,D,湿热下注,中气下陷,肾阴虚损,肾阳虚损,下焦蓄血
中医外科,某患者，慢性前列腺炎以少腹、会阴、睾丸、腰骶隐痛为主，舌黯或有瘀点瘀斑，脉多沉涩，辨证为,D,湿热壅阻证,阴虚火动证,肾阳不足证,气滞血瘀证,心肾不交证
中医外科,尿石症之气血瘀滞证的主治方剂是,E,,,,,
中医外科,尿石症之肾气不足证的主治方剂是,D,,,,,
中医外科,前列腺增生症的临床特征是,B,尿道口常有白色分泌物溢出,排尿困难、尿潴留,射精时精液呈淡红色或棕色,阴茎背侧触及硬结或索状斑块,以上都不是
中医外科,阴茎痰核的临床特征是,D,尿道口常有白色分泌物溢出,排尿困难、尿潴留,射精时精液呈淡红色或棕色,阴茎背侧触及硬结或索状斑块,以上都不是
中医外科,慢性前列腺炎的临床特征是,A,尿道口常有白色分泌物溢出,排尿困难、尿潴留,射精时精液呈淡红色或棕色,阴茎背侧触及硬结或索状斑块,以上都不是
中医外科,下列何种毒蛇不属于血循毒类,A,金环蛇,烙铁头蛇,竹叶青蛇,尖吻蝮蛇,蝰蛇
中医外科,属神经毒类的毒蛇是,D,蝰蛇,竹叶青蛇,尖吻蝮蛇,海蛇,眼镜蛇
中医外科,主要含血循毒的毒蛇是,E,金环蛇,蝮蛇,眼镜蛇,眼镜王蛇,尖吻蝮蛇
中医外科,主要含神经毒的毒蛇是,A,银环蛇,眼镜王蛇,烙铁头蛇,尖吻蝮蛇,竹叶青蛇
中医外科,主要含混合毒的毒蛇是,C,竹叶青蛇,尖吻蝮蛇,眼镜王蛇,烙铁头蛇,银环蛇
中医外科,破伤风前驱期不应有的症状是,E,头痛、头晕,乏力、多汗,烦躁、打呵欠,咀嚼无力,张口困难
中医外科,毒蛇咬伤后，下列局部处理方法错误的是,C,早期结扎,扩创排毒,艾灸法,烧灼法,封闭疗法
中医外科,破伤风的潜伏期一般为,C,24小时,2～3天,4～14天,20～30天,2～6个月
中医外科,破伤风发作期最先出现的症状是,B,苦笑面容,张口困难,颈项强直,角弓反张,手足抽搐
中医外科,按照中国九分法计算烧伤面积，双上肢占,C,4.50%,9%,18%,36%,以上都不是
中医外科,浅Ⅱ度烧伤创面无感染时的愈合时间为,C,2～3天,3～5天,7～14天,21～28天,以上都不是
中医外科,治疗肠痈热毒证的代表方剂是,E,仙方活命饮加减,黄连解毒汤合五味消毒饮加减,大黄牡丹汤加减,复方大柴胡汤加减,大黄牡丹汤合透脓散加减
中医外科,治疗肠痈湿热证的代表方剂是,D,仙方活命饮加减,黄连解毒汤合五味消毒饮加减,大黄牡丹汤加减,复方大柴胡汤加减,大黄牡丹汤合透脓散加减
中医外科,脱疽局部缺血期，患者足背动脉、胫后动脉的脉象多表现为,D,弦数,洪大,结代,微弱,绝
中医外科,在脱疽的诊断中下列哪一条是错误的,B,20～40岁男性,足趾遇冷刺激后发冷苍白变紫,患侧下肢肢端疼痛，伴迁移性静脉炎或间歇性跛行,患侧足背动脉搏动减弱或消失,足趾持续发冷，皮肤苍白或青紫或有干性坏疽
中医外科,四妙勇安汤治疗脱疽适用于,E,寒湿阻络证,血脉瘀阻证,气血两虚型,热毒伤阴证,湿热毒盛证
中医外科,下列哪项不是脱疽局部缺血期的表现,E,患肢发凉,患肢麻木,患肢足背动脉搏动减弱,间歇性跛行,静止痛
中医外科,以下哪种疾病易引起肺梗塞,C,臁疮,脱疽,股肿,浅静脉炎,褥疮
中医外科,臁疮形成的主要原因是,A,长期站立负重,虫咬,局部皮肤破损,湿疹及过敏性皮炎,外伤
中医外科,臁疮的病因病机是,C,久病气血亏虚，不能营养肌肤,气血失和，经脉阻滞，气血凝结,湿热下注，瘀血凝滞经络,气血失和，风寒痰浊凝聚,寒湿凝聚经络，闭塞不通，气血运行不畅
中医外科,臁疮创面流水潮红，周围皮肤红肿痒痛，治疗宜用,B,萆薢化毒汤,二妙丸和五神汤,黄连解毒汤,五神汤,三妙散
中医外科,股肿气虚湿阻证的治法为,C,和营活血，清热利湿,清热利湿，活血通络,益气健脾，祛湿通络,凉血清热，活血通络,化痰软坚，利水消肿
中医外科,可作为股肿发病原因的是,D,吸烟,寒冷,长期站立,创伤或产后长期卧床,静脉注射药液
中医外科,脱疽湿热毒盛证的治法是,C,活血通络止痛,温阳通脉、散寒止痛,清热利湿，解毒活血,补气养血止痛,以上都不是
中医外科,某男，32岁。右下肢麻木、发凉、怕冷2年，每行走约1km需停下休息。体格检查：右下肢皮温较对侧低，色泽苍白，右足背动脉搏动减弱。诊断考虑为,A,血栓闭塞性脉管炎,大动脉炎,右下肢动脉硬化性闭塞症,右下肢深静脉血栓形成,右下肢血栓性浅静脉炎
中医外科,某男，左足怕冷、疼痛、间歇性跛行年余。月余来足痛转为持续性静止痛，夜间痛剧，不能入睡，足背动脉搏动消失。应诊断为,B,痹汪,脱疽,糖尿病坏疽,闭塞性动脉硬化症,雷诺病（肢端动脉痉挛症）
中医外科,某男，35岁。吸烟15年，出现右下肢麻木、发凉、间歇性跛行8年。患者初次就诊时，下列哪项措施最重要,E,使用抗生素,使用激素,使用免疫抑制剂,嘱患者保暖,嘱患者戒烟
中医外科,脱疽好发于,A,四肢末梢,小腿下部,骶尾部,髋部,脊背部
中医外科,臁疮好发于,B,四肢末梢,小腿下部,骶尾部,髋部,脊背部
中医外科,脱疽患者表现为患肢暗红紫红或青紫，足背汗毛脱落，皮肤肌肉萎缩，趾甲变厚，足背动脉搏动消失。患肢疼痛，以夜间为甚，证属,B,寒湿阻络证,血脉瘀阻证,湿热毒盛证,气阴两虚型,热毒伤阴证
中医外科,脱疽患者表现为面容憔悴萎黄，消瘦，五心烦热，渴不欲饮，患肢肌肉萎缩，皮肤干燥脱屑，趾甲干燥肥厚，创面生长缓慢，肉芽淡而不鲜。证属,D,寒湿阻络证,血脉瘀阻证,湿热毒盛证,气阴两虚型,热毒伤阴证
中医外科,脱疽发病的主要病因是,A,寒湿之邪,肾阴不足,气滞血瘀,痰凝阻络,血虚瘀阻
中医外科,股肿发病的主要病因是,C,寒湿之邪,肾阴不足,气滞血瘀,痰凝阻络,血虚瘀阻
